Scope,Position,Archetype,Attribute,Count,Min,P10,P25,Median,P75,P90,P95,P99,Max,Reliable
Position+Archetype,SS,Ball Hawk,ThrowAccuracy,240,0.00,3.00,6.00,10.00,14.00,17.10,20.00,22.61,26.00,true
Position+Archetype,SS,Ball Hawk,KickAccuracy,240,0.00,2.00,3.00,5.00,8.00,10.00,10.00,13.61,16.00,true
Position+Archetype,SS,Ball Hawk,KickPower,240,0.00,2.00,4.00,6.00,9.00,10.00,11.00,13.22,16.00,true
Position+Archetype,SS,Ball Hawk,PuntAccuracy,240,1.00,2.00,3.00,6.00,8.25,10.00,10.05,12.00,15.00,true
Position+Archetype,SS,Ball Hawk,PuntPower,240,0.00,2.00,4.00,6.00,8.00,10.00,11.00,12.00,13.00,true
Position+Archetype,DT,Balanced,Speed,653,10.00,17.00,20.00,24.00,28.00,32.00,34.00,39.00,45.00,true
Position+Archetype,DT,Balanced,Agility,653,10.00,14.00,18.00,22.00,28.00,34.00,37.00,43.48,49.00,true
Position+Archetype,DT,Balanced,FootballIQ,653,1.00,10.00,13.00,18.00,24.00,29.00,32.40,38.48,43.00,true
Position+Archetype,DT,Balanced,Strength,653,20.00,25.00,28.00,34.00,39.00,45.00,49.00,56.00,60.00,true
Position+Archetype,DT,Balanced,Carrying,653,0.00,3.00,6.00,10.00,15.00,19.00,21.00,24.00,27.00,true
Position+Archetype,DT,Balanced,Catching,653,1.00,5.00,8.00,13.00,18.00,22.00,24.00,30.00,34.00,true
Position+Archetype,DT,Balanced,RouteRunning,653,0.00,1.00,3.00,6.00,8.00,10.00,10.00,14.00,15.00,true
Position+Archetype,DT,Balanced,ZoneCoverage,653,0.00,3.00,6.00,10.00,14.00,19.00,21.00,25.48,30.00,true
Position+Archetype,DT,Balanced,ManCoverage,653,0.00,4.00,7.00,10.00,15.00,19.00,21.00,25.00,30.00,true
Position+Archetype,DT,Balanced,Tackle,653,19.00,25.00,28.00,33.00,39.00,44.00,48.40,55.00,65.00,true
Position+Archetype,DT,Balanced,PassBlock,653,0.00,2.00,3.00,6.00,9.00,10.00,11.00,13.48,16.00,true
Position+Archetype,DT,Balanced,RunBlock,653,0.00,2.00,3.00,6.00,8.00,10.00,11.00,15.00,17.00,true
Position+Archetype,DT,Balanced,PassRush,653,10.00,15.00,18.00,23.00,29.00,33.00,37.00,43.00,50.00,true
Position+Archetype,DT,Balanced,RunDefense,653,15.00,19.00,23.00,28.00,34.00,38.00,43.00,49.00,54.00,true
Position+Archetype,DT,Balanced,ThrowPower,653,1.00,4.00,6.00,10.00,15.00,19.00,21.00,25.00,31.00,true
Position+Archetype,DT,Balanced,ThrowAccuracy,653,0.00,3.00,7.00,10.00,15.00,19.00,21.00,26.48,30.00,true
Position+Archetype,DT,Balanced,KickAccuracy,653,0.00,2.00,4.00,6.00,9.00,10.00,12.00,14.00,16.00,true
Position+Archetype,DT,Balanced,KickPower,653,0.00,2.00,3.00,6.00,8.00,10.00,11.00,14.00,17.00,true
Position+Archetype,DT,Balanced,PuntAccuracy,653,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position+Archetype,DT,Balanced,PuntPower,653,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,17.00,true
Position+Archetype,K,Power,Speed,255,1.00,3.00,6.00,10.00,15.50,19.00,22.00,24.46,28.00,true
Position+Archetype,K,Power,Agility,255,1.00,4.00,7.00,10.00,15.00,19.00,20.00,26.00,29.00,true
Position+Archetype,K,Power,FootballIQ,255,6.00,9.00,12.00,15.00,20.00,23.00,26.00,28.46,30.00,true
Position+Archetype,K,Power,Strength,255,0.00,2.00,3.00,6.00,9.00,10.60,12.00,14.46,16.00,true
Position+Archetype,K,Power,Carrying,255,0.00,3.00,6.00,10.00,14.50,19.60,22.00,25.00,30.00,true
Position+Archetype,K,Power,Catching,255,0.00,4.00,7.00,10.00,14.00,18.60,21.00,24.00,26.00,true
Position+Archetype,K,Power,RouteRunning,255,0.00,1.00,3.00,6.00,8.00,10.00,10.00,12.00,15.00,true
Position+Archetype,K,Power,ZoneCoverage,255,1.00,4.00,6.50,10.00,15.00,19.00,21.00,23.46,25.00,true
Position+Archetype,K,Power,ManCoverage,255,0.00,3.00,6.00,10.00,15.00,19.00,21.00,25.00,26.00,true
Position+Archetype,K,Power,Tackle,255,0.00,2.00,4.00,6.00,8.00,10.00,11.00,13.46,15.00,true
Position+Archetype,K,Power,PassBlock,255,0.00,2.00,3.00,6.00,8.00,10.00,11.30,14.00,15.00,true
Position+Archetype,K,Power,RunBlock,255,0.00,2.00,4.00,6.00,8.00,10.00,11.00,13.46,15.00,true
Position+Archetype,K,Power,PassRush,255,0.00,2.00,4.00,7.00,9.00,10.00,11.00,15.46,16.00,true
Position+Archetype,K,Power,RunDefense,255,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.46,16.00,true
Position+Archetype,K,Power,ThrowPower,255,1.00,3.00,6.00,10.00,15.00,19.00,21.00,25.00,26.00,true
Position+Archetype,K,Power,ThrowAccuracy,255,1.00,3.00,6.00,10.00,14.00,19.00,21.00,24.00,27.00,true
Position+Archetype,K,Power,KickAccuracy,255,6.00,9.40,13.00,17.00,22.50,27.00,31.00,35.46,40.00,true
Position+Archetype,K,Power,KickPower,255,20.00,25.00,29.50,36.00,43.00,48.00,52.30,56.46,60.00,true
Position+Archetype,K,Power,PuntAccuracy,255,0.00,3.00,6.00,10.00,15.00,19.00,21.00,24.46,30.00,true
Position+Archetype,K,Power,PuntPower,255,1.00,4.00,6.00,10.00,14.00,19.00,21.00,24.46,28.00,true
Position+Archetype,WR,Possesion,Speed,1,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,49.00,false
Position+Archetype,WR,Possesion,Agility,1,36.00,36.00,36.00,36.00,36.00,36.00,36.00,36.00,36.00,false
Position+Archetype,WR,Possesion,FootballIQ,1,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,false
Position+Archetype,WR,Possesion,Strength,1,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,false
Position+Archetype,WR,Possesion,Carrying,1,19.00,19.00,19.00,19.00,19.00,19.00,19.00,19.00,19.00,false
Position+Archetype,WR,Possesion,Catching,1,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,false
Position+Archetype,WR,Possesion,RouteRunning,1,26.00,26.00,26.00,26.00,26.00,26.00,26.00,26.00,26.00,false
Position+Archetype,WR,Possesion,ZoneCoverage,1,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,false
Position+Archetype,WR,Possesion,ManCoverage,1,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,false
Position+Archetype,WR,Possesion,Tackle,1,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,false
Position+Archetype,WR,Possesion,PassBlock,1,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,false
Position+Archetype,WR,Possesion,RunBlock,1,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,false
Position+Archetype,WR,Possesion,PassRush,1,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,false
Position+Archetype,WR,Possesion,RunDefense,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,false
Position+Archetype,WR,Possesion,ThrowPower,1,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,false
Position+Archetype,WR,Possesion,ThrowAccuracy,1,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,false
Position+Archetype,WR,Possesion,KickAccuracy,1,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,false
Position+Archetype,WR,Possesion,KickPower,1,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,false
Position+Archetype,WR,Possesion,PuntAccuracy,1,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,false
Position+Archetype,WR,Possesion,PuntPower,1,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,false
Position+Archetype,ATH,Field General,Speed,135,23.00,28.00,31.00,36.00,40.00,45.60,48.00,54.00,56.00,true
Position+Archetype,ATH,Field General,Agility,135,15.00,19.00,22.00,26.00,32.00,35.60,40.00,42.66,45.00,true
Position+Archetype,ATH,Field General,FootballIQ,135,21.00,25.00,28.50,31.00,38.00,41.60,44.60,47.66,49.00,true
Position+Archetype,ATH,Field General,Strength,135,15.00,19.40,23.00,29.00,36.00,42.00,44.00,47.32,48.00,true
Position+Archetype,ATH,Field General,Carrying,135,1.00,3.00,6.50,10.00,13.00,17.00,20.30,25.32,27.00,true
Position+Archetype,ATH,Field General,Catching,135,1.00,9.80,16.00,21.00,25.00,29.60,32.00,33.00,37.00,true
Position+Archetype,ATH,Field General,RouteRunning,135,0.00,2.00,5.00,8.00,10.00,14.00,16.30,19.00,24.00,true
Position+Archetype,ATH,Field General,ZoneCoverage,135,3.00,9.00,12.00,17.00,23.00,29.60,33.00,40.00,41.00,true
Position+Archetype,ATH,Field General,ManCoverage,135,5.00,9.00,13.00,18.00,24.50,30.00,35.30,39.32,42.00,true
Position+Archetype,ATH,Field General,Tackle,135,10.00,15.00,20.00,24.00,30.00,34.00,36.60,42.30,47.00,true
Position+Archetype,ATH,Field General,PassBlock,135,0.00,2.00,5.00,8.00,11.00,15.00,17.00,19.00,26.00,true
Position+Archetype,ATH,Field General,RunBlock,135,0.00,2.00,5.00,8.00,12.00,14.60,16.30,20.00,22.00,true
Position+Archetype,ATH,Field General,PassRush,135,0.00,3.00,8.00,10.00,12.00,14.00,15.00,20.66,24.00,true
Position+Archetype,ATH,Field General,RunDefense,135,10.00,14.40,19.00,25.00,31.00,35.60,38.00,42.00,43.00,true
Position+Archetype,ATH,Field General,ThrowPower,135,13.00,17.00,20.00,26.00,30.00,33.60,38.00,40.32,42.00,true
Position+Archetype,ATH,Field General,ThrowAccuracy,135,13.00,18.00,21.00,26.00,30.50,35.00,37.30,40.66,43.00,true
Position+Archetype,ATH,Field General,KickAccuracy,135,0.00,2.00,5.00,8.00,10.00,13.00,15.30,22.00,25.00,true
Position+Archetype,ATH,Field General,KickPower,135,0.00,1.00,4.00,8.00,12.00,15.00,17.30,19.66,24.00,true
Position+Archetype,ATH,Field General,PuntAccuracy,135,0.00,2.00,4.50,8.00,11.00,15.00,17.00,20.66,26.00,true
Position+Archetype,ATH,Field General,PuntPower,135,0.00,3.00,5.00,8.00,11.00,15.00,16.60,20.66,22.00,true
Position+Archetype,ILB,Run Stopper,Speed,388,25.00,30.00,33.00,38.00,44.25,49.00,51.65,57.13,65.00,true
Position+Archetype,ILB,Run Stopper,Agility,388,10.00,14.00,17.00,22.00,28.00,33.00,35.65,42.00,49.00,true
Position+Archetype,ILB,Run Stopper,FootballIQ,388,7.00,10.00,13.00,17.50,23.25,29.00,32.00,37.26,46.00,true
Position+Archetype,ILB,Run Stopper,Strength,388,24.00,29.00,33.00,38.00,43.25,49.00,53.00,62.13,73.00,true
Position+Archetype,ILB,Run Stopper,Carrying,388,1.00,3.00,6.00,10.00,14.00,18.00,20.00,24.00,30.00,true
Position+Archetype,ILB,Run Stopper,Catching,388,0.00,3.00,6.00,10.00,14.00,18.00,20.00,22.13,31.00,true
Position+Archetype,ILB,Run Stopper,RouteRunning,388,0.00,1.00,3.00,5.00,8.00,9.00,10.00,12.00,15.00,true
Position+Archetype,ILB,Run Stopper,ZoneCoverage,388,10.00,14.00,18.00,22.00,28.25,33.00,37.65,42.13,48.00,true
Position+Archetype,ILB,Run Stopper,ManCoverage,388,10.00,15.00,18.00,23.00,28.25,34.00,36.00,44.00,48.00,true
Position+Archetype,ILB,Run Stopper,Tackle,388,20.00,25.00,28.00,33.00,39.00,45.00,48.00,52.26,63.00,true
Position+Archetype,ILB,Run Stopper,PassBlock,388,0.00,2.00,3.00,6.00,8.00,10.00,10.00,15.13,18.00,true
Position+Archetype,ILB,Run Stopper,RunBlock,388,0.00,2.00,3.00,6.00,8.00,10.00,11.00,12.13,15.00,true
Position+Archetype,ILB,Run Stopper,PassRush,388,3.00,8.00,10.00,14.00,18.00,22.00,24.00,29.13,32.00,true
Position+Archetype,ILB,Run Stopper,RunDefense,388,25.00,30.00,34.00,39.00,44.00,50.00,52.00,59.00,63.00,true
Position+Archetype,ILB,Run Stopper,ThrowPower,388,0.00,4.00,7.00,10.00,14.00,17.30,19.65,24.00,26.00,true
Position+Archetype,ILB,Run Stopper,ThrowAccuracy,388,1.00,4.00,6.00,10.00,14.00,18.00,20.00,24.13,26.00,true
Position+Archetype,ILB,Run Stopper,KickAccuracy,388,0.00,2.00,3.75,6.00,9.00,10.00,11.00,15.00,15.00,true
Position+Archetype,ILB,Run Stopper,KickPower,388,0.00,2.00,3.00,6.00,8.00,10.00,10.00,13.00,14.00,true
Position+Archetype,ILB,Run Stopper,PuntAccuracy,388,0.00,2.00,3.00,6.00,8.00,10.00,11.00,13.00,16.00,true
Position+Archetype,ILB,Run Stopper,PuntPower,388,0.00,2.00,3.00,6.00,8.00,10.00,11.00,14.13,16.00,true
Position+Archetype,DE,Run Stopper,Speed,923,20.00,25.00,29.00,34.00,39.00,45.00,48.00,54.00,64.00,true
Position+Archetype,DE,Run Stopper,Agility,923,10.00,14.00,18.00,23.00,28.00,34.00,37.00,43.00,53.00,true
Position+Archetype,DE,Run Stopper,FootballIQ,923,6.00,11.00,14.00,19.00,25.00,29.00,32.90,39.00,45.00,true
Position+Archetype,DE,Run Stopper,Strength,923,19.00,25.00,29.00,34.00,39.00,45.00,48.00,56.00,66.00,true
Position+Archetype,DE,Run Stopper,Carrying,923,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,31.00,true
Position+Archetype,DE,Run Stopper,Catching,923,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,31.00,true
Position+Archetype,DE,Run Stopper,RouteRunning,923,0.00,1.00,3.00,6.00,8.00,10.00,10.90,14.00,15.00,true
Position+Archetype,DE,Run Stopper,ZoneCoverage,923,0.00,4.00,7.00,11.00,16.00,19.00,21.00,25.00,30.00,true
Position+Archetype,DE,Run Stopper,ManCoverage,923,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,31.00,true
Position+Archetype,DE,Run Stopper,Tackle,923,20.00,25.00,29.00,34.00,39.50,45.00,48.00,55.78,62.00,true
Position+Archetype,DE,Run Stopper,PassBlock,923,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position+Archetype,DE,Run Stopper,RunBlock,923,0.00,2.00,4.00,7.00,9.00,10.00,11.00,14.00,17.00,true
Position+Archetype,DE,Run Stopper,PassRush,923,8.00,15.00,18.00,23.00,28.50,34.00,38.00,43.78,54.00,true
Position+Archetype,DE,Run Stopper,RunDefense,923,19.00,25.00,29.00,34.00,40.00,46.00,49.90,56.78,64.00,true
Position+Archetype,DE,Run Stopper,ThrowPower,923,0.00,4.00,7.00,11.00,16.00,20.00,21.00,25.00,31.00,true
Position+Archetype,DE,Run Stopper,ThrowAccuracy,923,0.00,4.00,7.00,11.00,16.00,19.00,21.00,25.00,28.00,true
Position+Archetype,DE,Run Stopper,KickAccuracy,923,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,DE,Run Stopper,KickPower,923,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.78,16.00,true
Position+Archetype,DE,Run Stopper,PuntAccuracy,923,0.00,2.00,3.00,6.00,8.50,10.00,11.00,14.00,16.00,true
Position+Archetype,DE,Run Stopper,PuntPower,923,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,OLB,Pass Rush,Speed,554,20.00,26.00,30.00,38.00,45.00,51.00,55.00,60.00,66.00,true
Position+Archetype,OLB,Pass Rush,Agility,554,20.00,26.00,29.00,35.00,41.00,45.70,50.00,55.00,61.00,true
Position+Archetype,OLB,Pass Rush,FootballIQ,554,6.00,11.00,14.00,20.00,25.00,31.00,33.00,37.47,48.00,true
Position+Archetype,OLB,Pass Rush,Strength,554,10.00,15.00,19.00,24.00,31.00,35.00,38.35,44.00,53.00,true
Position+Archetype,OLB,Pass Rush,Carrying,554,0.00,3.00,7.00,10.00,15.00,19.00,21.00,25.00,29.00,true
Position+Archetype,OLB,Pass Rush,Catching,554,0.00,3.00,7.00,11.00,15.00,20.00,22.00,25.00,28.00,true
Position+Archetype,OLB,Pass Rush,RouteRunning,554,0.00,1.00,3.00,5.00,8.00,9.70,11.00,14.00,15.00,true
Position+Archetype,OLB,Pass Rush,ZoneCoverage,554,7.00,11.00,14.00,19.00,25.00,29.00,33.00,40.00,47.00,true
Position+Archetype,OLB,Pass Rush,ManCoverage,554,7.00,11.00,14.00,18.00,25.00,29.00,33.00,38.94,45.00,true
Position+Archetype,OLB,Pass Rush,Tackle,554,19.00,26.00,30.00,35.00,41.00,46.00,50.00,55.00,56.00,true
Position+Archetype,OLB,Pass Rush,PassBlock,554,0.00,2.00,4.00,6.00,9.00,10.00,12.00,15.00,18.00,true
Position+Archetype,OLB,Pass Rush,RunBlock,554,0.00,2.00,3.00,6.00,9.00,11.00,12.00,15.00,16.00,true
Position+Archetype,OLB,Pass Rush,PassRush,554,25.00,32.00,35.00,40.00,47.75,52.70,55.00,61.47,71.00,true
Position+Archetype,OLB,Pass Rush,RunDefense,554,10.00,15.00,19.00,24.00,30.00,35.00,38.00,44.47,54.00,true
Position+Archetype,OLB,Pass Rush,ThrowPower,554,1.00,4.00,7.00,11.00,15.00,19.00,20.35,24.47,27.00,true
Position+Archetype,OLB,Pass Rush,ThrowAccuracy,554,0.00,3.00,6.00,11.00,15.00,20.00,21.35,25.00,29.00,true
Position+Archetype,OLB,Pass Rush,KickAccuracy,554,0.00,2.00,4.00,6.00,9.00,11.00,12.00,15.00,17.00,true
Position+Archetype,OLB,Pass Rush,KickPower,554,0.00,2.00,4.00,6.00,9.00,10.00,11.35,14.00,15.00,true
Position+Archetype,OLB,Pass Rush,PuntAccuracy,554,0.00,2.00,4.00,6.00,9.00,10.00,12.00,15.00,16.00,true
Position+Archetype,OLB,Pass Rush,PuntPower,554,0.00,2.00,4.00,6.00,9.00,10.00,11.35,15.00,17.00,true
Position+Archetype,OT,Balanced,Speed,669,12.00,14.00,16.00,19.00,22.00,24.00,25.00,28.00,29.00,true
Position+Archetype,OT,Balanced,Agility,669,5.00,8.00,10.00,13.00,17.00,22.00,25.00,33.32,43.00,true
Position+Archetype,OT,Balanced,FootballIQ,669,5.00,10.00,13.00,18.00,23.00,27.00,29.00,35.32,45.00,true
Position+Archetype,OT,Balanced,Strength,669,29.00,35.00,38.00,43.00,48.00,54.00,56.60,61.32,73.00,true
Position+Archetype,OT,Balanced,Carrying,669,0.00,4.00,7.00,11.00,14.00,18.00,20.00,24.00,27.00,true
Position+Archetype,OT,Balanced,Catching,669,1.00,3.00,7.00,12.00,16.00,20.00,21.00,27.32,31.00,true
Position+Archetype,OT,Balanced,RouteRunning,669,0.00,1.00,3.00,6.00,8.00,10.00,10.00,13.00,15.00,true
Position+Archetype,OT,Balanced,ZoneCoverage,669,0.00,4.00,7.00,10.00,15.00,18.20,20.00,24.32,29.00,true
Position+Archetype,OT,Balanced,ManCoverage,669,1.00,4.00,7.00,11.00,15.00,19.00,20.00,24.32,27.00,true
Position+Archetype,OT,Balanced,Tackle,669,1.00,4.00,7.00,11.00,15.00,18.20,20.00,24.32,27.00,true
Position+Archetype,OT,Balanced,PassBlock,669,15.00,20.00,23.00,29.00,34.00,39.00,42.00,48.32,56.00,true
Position+Archetype,OT,Balanced,RunBlock,669,16.00,20.00,24.00,29.00,34.00,39.00,42.00,47.00,55.00,true
Position+Archetype,OT,Balanced,PassRush,669,1.00,2.00,4.00,7.00,10.00,15.00,18.00,21.00,27.00,true
Position+Archetype,OT,Balanced,RunDefense,669,1.00,2.00,4.00,7.00,10.00,14.00,17.00,20.00,22.00,true
Position+Archetype,OT,Balanced,ThrowPower,669,0.00,2.00,4.00,7.00,11.00,15.00,18.00,22.32,26.00,true
Position+Archetype,OT,Balanced,ThrowAccuracy,669,0.00,2.00,4.00,7.00,10.00,15.00,17.60,21.32,28.00,true
Position+Archetype,OT,Balanced,KickAccuracy,669,0.00,2.00,3.00,6.00,9.00,10.00,11.00,13.32,16.00,true
Position+Archetype,OT,Balanced,KickPower,669,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.32,17.00,true
Position+Archetype,OT,Balanced,PuntAccuracy,669,0.00,2.00,3.00,6.00,9.00,10.00,11.00,13.32,16.00,true
Position+Archetype,OT,Balanced,PuntPower,669,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,FB,Rushing,Speed,171,30.00,35.00,37.00,41.00,46.00,51.00,55.00,63.80,70.00,true
Position+Archetype,FB,Rushing,Agility,171,10.00,18.00,21.50,25.00,30.00,34.00,39.50,51.20,57.00,true
Position+Archetype,FB,Rushing,FootballIQ,171,6.00,9.00,12.00,16.00,19.50,25.00,31.50,39.30,42.00,true
Position+Archetype,FB,Rushing,Strength,171,23.00,29.00,31.00,34.00,39.00,43.00,50.00,59.80,66.00,true
Position+Archetype,FB,Rushing,Carrying,171,4.00,8.00,11.00,15.00,20.00,24.00,29.00,37.30,40.00,true
Position+Archetype,FB,Rushing,Catching,171,3.00,7.00,9.00,12.00,15.00,19.00,21.50,28.90,32.00,true
Position+Archetype,FB,Rushing,RouteRunning,171,0.00,1.00,3.00,5.00,8.00,10.00,10.00,13.30,15.00,true
Position+Archetype,FB,Rushing,ZoneCoverage,171,1.00,3.00,6.00,9.00,13.00,17.00,20.00,22.60,28.00,true
Position+Archetype,FB,Rushing,ManCoverage,171,1.00,2.00,5.00,9.00,13.00,18.00,19.50,25.00,28.00,true
Position+Archetype,FB,Rushing,Tackle,171,1.00,3.00,5.00,9.00,13.00,17.00,19.00,24.00,28.00,true
Position+Archetype,FB,Rushing,PassBlock,171,19.00,23.00,25.00,29.00,34.00,38.00,42.00,53.80,60.00,true
Position+Archetype,FB,Rushing,RunBlock,171,17.00,23.00,26.00,29.00,33.00,39.00,44.50,53.90,57.00,true
Position+Archetype,FB,Rushing,PassRush,171,0.00,2.00,4.00,6.00,8.00,10.00,11.00,12.30,15.00,true
Position+Archetype,FB,Rushing,RunDefense,171,0.00,2.00,3.00,6.00,8.00,10.00,11.00,15.30,17.00,true
Position+Archetype,FB,Rushing,ThrowPower,171,1.00,3.00,6.00,8.00,12.00,17.00,20.00,25.30,27.00,true
Position+Archetype,FB,Rushing,ThrowAccuracy,171,1.00,3.00,6.00,9.00,13.00,18.00,20.00,25.00,31.00,true
Position+Archetype,FB,Rushing,KickAccuracy,171,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.30,16.00,true
Position+Archetype,FB,Rushing,KickPower,171,1.00,2.00,3.00,6.00,9.00,11.00,11.00,14.00,14.00,true
Position+Archetype,FB,Rushing,PuntAccuracy,171,1.00,2.00,3.00,6.00,9.00,10.00,11.00,13.30,15.00,true
Position+Archetype,FB,Rushing,PuntPower,171,1.00,1.00,3.00,6.00,8.00,10.00,11.00,13.00,15.00,true
Position+Archetype,DE,Speed Rusher,Speed,928,25.00,30.00,34.00,39.00,44.00,50.00,53.65,59.73,71.00,true
Position+Archetype,DE,Speed Rusher,Agility,928,19.00,25.00,29.00,33.00,38.00,43.00,46.00,52.00,60.00,true
Position+Archetype,DE,Speed Rusher,FootballIQ,928,6.00,11.00,14.00,19.00,24.00,28.30,32.00,37.73,51.00,true
Position+Archetype,DE,Speed Rusher,Strength,928,15.00,20.00,24.00,28.00,34.00,39.00,42.00,46.00,61.00,true
Position+Archetype,DE,Speed Rusher,Carrying,928,1.00,4.00,7.00,11.00,15.00,19.00,20.65,25.00,30.00,true
Position+Archetype,DE,Speed Rusher,Catching,928,0.00,4.00,7.00,11.00,15.00,19.00,21.00,24.00,31.00,true
Position+Archetype,DE,Speed Rusher,RouteRunning,928,0.00,1.00,3.00,6.00,8.00,10.00,10.00,14.00,16.00,true
Position+Archetype,DE,Speed Rusher,ZoneCoverage,928,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,29.00,true
Position+Archetype,DE,Speed Rusher,ManCoverage,928,0.00,4.00,7.00,11.00,15.00,19.00,21.00,24.73,26.00,true
Position+Archetype,DE,Speed Rusher,Tackle,928,13.00,20.00,23.00,29.00,34.00,39.00,42.00,46.00,62.00,true
Position+Archetype,DE,Speed Rusher,PassBlock,928,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.73,17.00,true
Position+Archetype,DE,Speed Rusher,RunBlock,928,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.73,18.00,true
Position+Archetype,DE,Speed Rusher,PassRush,928,18.00,25.00,29.00,34.00,40.00,45.00,48.00,54.73,64.00,true
Position+Archetype,DE,Speed Rusher,RunDefense,928,10.00,15.00,18.00,23.00,29.00,33.00,36.00,42.46,55.00,true
Position+Archetype,DE,Speed Rusher,ThrowPower,928,1.00,4.00,7.00,11.00,15.00,19.00,20.00,25.00,29.00,true
Position+Archetype,DE,Speed Rusher,ThrowAccuracy,928,0.00,4.00,7.00,11.00,15.00,19.00,20.00,25.00,27.00,true
Position+Archetype,DE,Speed Rusher,KickAccuracy,928,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.73,16.00,true
Position+Archetype,DE,Speed Rusher,KickPower,928,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,DE,Speed Rusher,PuntAccuracy,928,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,17.00,true
Position+Archetype,DE,Speed Rusher,PuntPower,928,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,C,Balanced,Speed,243,11.00,14.00,15.00,18.00,22.00,24.00,26.00,28.00,30.00,true
Position+Archetype,C,Balanced,Agility,243,4.00,8.00,10.00,13.00,17.00,23.00,29.00,36.00,45.00,true
Position+Archetype,C,Balanced,FootballIQ,243,5.00,9.00,11.50,16.00,24.00,28.00,31.80,38.58,49.00,true
Position+Archetype,C,Balanced,Strength,243,29.00,33.00,37.00,42.00,49.00,54.80,58.90,67.16,75.00,true
Position+Archetype,C,Balanced,Carrying,243,1.00,3.00,5.00,9.00,15.00,19.00,20.00,24.00,26.00,true
Position+Archetype,C,Balanced,Catching,243,1.00,5.00,7.00,11.00,18.00,21.00,24.00,30.00,33.00,true
Position+Archetype,C,Balanced,RouteRunning,243,0.00,1.00,3.00,6.00,8.00,10.00,10.00,14.58,16.00,true
Position+Archetype,C,Balanced,ZoneCoverage,243,1.00,4.00,6.00,9.00,14.00,18.00,20.00,25.00,29.00,true
Position+Archetype,C,Balanced,ManCoverage,243,1.00,3.00,5.00,9.00,14.00,19.00,21.00,25.58,28.00,true
Position+Archetype,C,Balanced,Tackle,243,1.00,3.00,6.00,9.00,15.00,19.00,22.00,26.00,30.00,true
Position+Archetype,C,Balanced,PassBlock,243,15.00,19.00,22.00,27.00,34.00,39.80,43.00,49.00,60.00,true
Position+Archetype,C,Balanced,RunBlock,243,16.00,19.00,22.50,27.00,34.00,39.00,42.90,48.00,55.00,true
Position+Archetype,C,Balanced,PassRush,243,0.00,2.00,4.00,7.00,10.50,15.00,17.90,24.58,30.00,true
Position+Archetype,C,Balanced,RunDefense,243,0.00,2.00,4.00,7.00,10.00,15.00,17.00,19.00,20.00,true
Position+Archetype,C,Balanced,ThrowPower,243,1.00,2.00,4.00,8.00,10.00,15.00,19.00,24.00,25.00,true
Position+Archetype,C,Balanced,ThrowAccuracy,243,1.00,2.00,4.00,7.00,10.00,14.00,18.00,25.00,32.00,true
